year,flag,receiver_type,emissions_co2_mt,n_distinct_ssvid
2017,TCA,satellite,67.41489639466083,3
2022,ANT,satellite,8902.086186834324,3
2024,CHN,dynamic,77697901.5646461,143243
2022,MTQ,dynamic,15213.725749335594,176
2019,BHR,terrestrial,2148754.762028512,4146
2016,QAT,satellite,165713.5737219721,142
2016,SPM,terrestrial,5222.428550223237,15
2021,KHM,terrestrial,16239.331015747508,84
2018,SVK,satellite,82.41427844923923,26
2024,QAT,dynamic,445763.4244140148,1281
2018,ATG,satellite,1001119.9409316534,368
2016,SLB,satellite,17264.557593770303,11
2019,GIN,satellite,21622.981631777482,7
2022,BIH,terrestrial,1627.0808402069838,8
2020,CHN,satellite,6207254.692941909,12440
2017,SOM,satellite,3451.4924717533995,9
2019,BDI,satellite,0.39644773163235814,2
2024,REU,terrestrial,37610.3695746208,105
2018,NIS,satellite,3793.845097119685,6
2023,COM,dynamic,412397.274801113,346
2023,SUR,satellite,497.5796312296847,2
2022,SYR,satellite,171.51425938240237,4
2018,FIN,terrestrial,3094324.0969959823,1498
2020,BLR,terrestrial,471.3947797908631,11
2021,SPM,dynamic,1.3531838122712305,3
2019,LIE,terrestrial,418.336942143873,9
2017,MYS,satellite,1487212.1119959403,1249
2020,TTO,satellite,37694.76554821665,59
2018,UZB,terrestrial,57.09408892853476,1
2021,UNK,satellite,659.4669275552528,4
2024,HUN,satellite,3450.5881172477616,39
2019,UGA,terrestrial,0.1370008903576903,1
2020,KAZ,terrestrial,3991.9735543422025,14
2022,BHS,satellite,15595988.015505968,1321
2016,NCL,terrestrial,35860.18472067372,76
2022,VAT,dynamic,333.94088919684157,5
2016,EST,satellite,59820.72259399239,129
2022,SPM,dynamic,1019.4138168933141,36
2016,NOR,satellite,5373557.5758625595,4312
2023,SHN,satellite,3749.768865320346,9
2022,AUT,satellite,11126.620095300044,105
2024,CUB,dynamic,80370.93629095818,81
2023,SJM,terrestrial,1177.2358027228295,1
2021,HND,terrestrial,33857.57590359953,38
2020,FIN,satellite,80904.19372983337,592
2023,MAC,terrestrial,14889.36838345399,73
2017,GMB,terrestrial,4512.084326195205,11
2020,VAT,terrestrial,535.8261395235734,11
2017,PHL,terrestrial,1073003.5713921203,648
2024,PRI,satellite,25.59184925135135,2
2018,MDG,satellite,136624.07254698183,68
2022,SRB,terrestrial,17930.047792854584,36
2024,PRT,satellite,6178291.724658344,2450
2020,NRU,satellite,86411.93392063845,32
2023,GEO,terrestrial,77349.79624005109,178
2023,GUF,dynamic,2684.84733278455,12
2019,CXR,satellite,4.640675355630568,2
2020,SGP,terrestrial,19437112.548178915,5473
2021,DEU,satellite,15953968.731220508,3352
2022,SLE,satellite,66832.30364541446,335
2024,SDN,terrestrial,3094.813188959623,4
2021,LIE,terrestrial,493.9364637460514,19
2022,BFA,terrestrial,798.8457487643099,6
2016,LBY,satellite,112853.97557124779,32
2023,BOL,terrestrial,2201.2768388936506,40
2022,RWA,terrestrial,13.94959768720661,3
2020,BMU,satellite,4547790.907933966,256
2020,ARM,satellite,1024.6998360839077,2
2020,COK,terrestrial,631558.956650034,494
2021,SOM,satellite,5947.525522637997,31
2020,AGO,satellite,70220.80270499285,52
2023,SSD,dynamic,440.4824171497665,4
2016,URY,satellite,121987.28111507051,184
2022,SLV,satellite,9246.700522685716,8
2016,FJI,satellite,78253.8518494622,86
2023,ZMB,satellite,79.20106597814392,1
2021,KAZ,dynamic,317.25618817310226,7
2019,UNK,satellite,1021.3811179576093,7
2020,SPM,terrestrial,17895.151845038035,26
2019,DZA,terrestrial,282105.33459151734,123
2024,MRT,satellite,34643.816799648004,44
2018,CRI,satellite,616.8650693422395,3
2022,PER,dynamic,98833.02672849051,309
2023,ABW,terrestrial,3331.3492224377114,3
2017,SAU,terrestrial,1211916.7526428655,794
2020,AUT,satellite,9058.237144517394,63
2022,MNG,terrestrial,152637.6488233781,372
2022,NIC,terrestrial,1846.032780865832,11
2018,COD,terrestrial,7152.08037520653,12
2022,AIA,satellite,857.5956213358804,6
2023,TWN,unknown,0.6571446814168663,2
2017,SRB,satellite,13.032306557855593,9
2017,COL,terrestrial,131845.6177599555,196
2019,GEO,terrestrial,141599.20994944227,182
2021,LBY,terrestrial,132591.19404996472,52
2017,HKG,satellite,32180239.839406334,2797
2023,ZMB,dynamic,4055.224797884357,9
2022,MSR,terrestrial,2521.3710965915297,8
2024,AGO,dynamic,21089.827179979737,91
2024,SJM,dynamic,2564.0077549086036,1
2023,VNM,terrestrial,839907.2411402626,7709
2021,TUN,satellite,55278.79101697697,77
2019,NPL,satellite,709.1806788769028,3
2022,PRI,terrestrial,162.66768069709002,3
2022,KWT,dynamic,834888.6892303181,136
2020,NZL,terrestrial,811261.1837166416,1555
2022,BTN,dynamic,15086.090057058735,88
2018,LVA,terrestrial,345622.55568657606,208
2023,BRB,unknown,5.372745385174723,62
2017,THA,satellite,412949.59419301647,443
2024,VCT,terrestrial,401522.33212696156,904
2020,VUT,terrestrial,347335.83946686937,387
2020,ANT,terrestrial,21786.355317456026,4
2018,GMB,terrestrial,6303.768930601766,17
2024,COG,dynamic,5223.480105282037,29
2016,GUF,satellite,518.8962923725351,4
2023,SUR,terrestrial,15.849811570668361,4
2023,LBN,satellite,44896.71328308564,32
2024,GAB,terrestrial,709730.7952535459,261
2020,STP,satellite,24246.454225582158,18
2024,PYF,satellite,140553.19070583215,168
2020,CAF,terrestrial,3933.1844880006993,33
2022,HRV,satellite,75371.61741032026,419
2017,ROU,satellite,861.0983631966009,183
2017,SWZ,satellite,48.96714983893138,1
2016,BDI,terrestrial,79.28231753826817,1
2021,MKD,satellite,0.14100240052266663,1
2019,MOZ,satellite,34929.20352568677,35
2021,NIC,satellite,6511.747842063923,6
2023,NOR,satellite,5128244.596668266,8381
2018,EST,terrestrial,624830.7318601225,289
2024,BLZ,terrestrial,513036.26642641996,746
2023,TUN,satellite,23438.89364400641,91
2016,KIR,terrestrial,132255.74748610938,161
2023,STP,satellite,9043.997988204499,47
2022,AND,satellite,6.783994432680823,4
2023,GRL,terrestrial,3453.8307245403807,21
2018,VGB,satellite,55103.14943716252,315
2021,BRN,terrestrial,124976.87498050735,58
2022,PYF,dynamic,11568.743422907457,101
2024,SUR,satellite,523.7398006709512,9
2021,BES,satellite,24088.14318548106,45
2022,MNP,terrestrial,367.47775574351016,14
2021,BHR,satellite,121791.96821390167,323
2017,MAC,satellite,2.5533115344500468,1
2021,MOZ,dynamic,717.1590866833607,21
2024,PRK,dynamic,63048.79380812881,306
2024,ARG,satellite,1058073.3151975956,911
2022,NOR,dynamic,5263078.5230247155,13328
2022,ZWE,dynamic,39.04198912429685,2
2018,BTN,satellite,731.8807044489853,22
2018,GIN,satellite,7243.308916690611,7
2022,ISL,satellite,802298.1366701438,1471
2021,ROU,satellite,7312.197582651562,229
2023,NAM,dynamic,32609.470395240543,149
2024,SPM,satellite,29681.58943812898,38
2021,GNQ,dynamic,1660.2084506997744,22
2017,COK,satellite,224664.80374950756,293
2016,UZB,terrestrial,22.516659492871106,4
2023,UKR,dynamic,19120.460719312487,151
2019,HTI,satellite,10.99150905646589,2
2017,VCT,terrestrial,1083347.1874325988,884
2018,NER,satellite,468.20284806845376,3
2024,UGA,terrestrial,1125.8117091935117,5
2021,LCA,satellite,1.709728659608148,1
2023,PHL,dynamic,1124593.6378485262,1060
2020,LSO,satellite,774.9529191403626,1
2024,SVN,satellite,5685.003067472852,188
2019,SAU,terrestrial,1155616.2467162455,1522
2021,ISR,dynamic,12364.104006463913,159
2023,BRA,satellite,1718718.383807212,2197
2019,POL,satellite,32477.648869862645,216
2020,CUB,terrestrial,11929.514061919166,28
2017,IRN,satellite,707894.8979673206,391
2019,WLF,terrestrial,45671.27290278839,20
2017,SGP,terrestrial,21113339.325932883,5427
2021,COK,terrestrial,667690.4241272728,560
2021,SYR,terrestrial,10060.010265326784,9
2023,HUN,satellite,3819.7458139209307,8
2017,CHN,satellite,3937294.332584902,7881
2022,ZMB,terrestrial,616.6231210870259,10
2021,NPL,terrestrial,7591.751196876005,9
2023,PRY,satellite,115219.77341358275,109
2020,DMA,terrestrial,361167.3380586551,150
2021,MSR,satellite,19.104748937122213,3
2019,THA,satellite,462587.9262830203,499
2023,IRN,unknown,0.03507075013,1
2017,FLK,satellite,85308.35946494085,32
2024,MAR,terrestrial,118384.71300156982,225
2019,PER,terrestrial,176757.219769592,243
2021,KNA,satellite,191805.64587718516,273
2018,TZA,satellite,128560.00147351708,219
2021,UZB,satellite,17.216588463890584,1
2021,MOZ,terrestrial,11495.868420143941,23
2024,BIH,dynamic,3796.6648222861454,13
2018,VGB,terrestrial,578165.1855459398,539
2022,NOR,terrestrial,15116588.064854402,13537
2022,DZA,dynamic,268137.66887145187,123
2016,LCA,satellite,131.45663250861952,1
2022,BIH,satellite,5.892969103876882,3
2021,JEY,satellite,4303.875636680823,12
2017,GGY,satellite,110.95513025702735,1
2021,KEN,terrestrial,7965.015983321693,20
2022,UKR,dynamic,24741.693800813802,299
2019,SRB,satellite,515.6380308323764,16
2018,SYR,satellite,1298.3693138454812,6
2024,LCA,satellite,2.2346468795596475,2
2022,MLT,dynamic,14216205.993855627,4130
2023,FSM,unknown,0.03681958344111111,1
2022,BOL,terrestrial,9345.130400921309,37
2022,CUW,dynamic,272774.75406316074,51
2019,BDI,terrestrial,91.53491170144113,2
2016,PER,satellite,212006.9223416091,119
2023,MDG,terrestrial,7450.256203907358,43
2021,CHL,terrestrial,416330.75649119716,579
2018,AZE,terrestrial,39580.99632247303,68
2021,ABW,dynamic,20.267640531074395,2
2019,SLE,terrestrial,391704.40904038976,476
2021,SDN,dynamic,2.4470305467937132,2
2016,TUN,terrestrial,185587.08029307175,30
2020,AND,satellite,167.04817486460067,2
2020,FLK,satellite,92378.03904311574,32
2023,BMU,terrestrial,737790.1570288155,266
2020,NIU,terrestrial,50506.61042895142,108
2023,IRL,terrestrial,334257.7379996688,1132
2019,LKA,terrestrial,161344.70057561828,289
2016,ABW,satellite,656.5750561215281,2
2020,BHS,terrestrial,10734251.870984117,1444
2018,BEL,satellite,1127822.9408531848,1146
2021,TZA,terrestrial,248380.1225377603,205
2019,TCA,satellite,48.73430841884745,3
2021,LSO,dynamic,5.973897639053306,2
2020,ROU,terrestrial,204316.82330826807,313
2023,EST,unknown,0.1350569914142668,6
2024,MHL,satellite,38862959.93201947,5369
2022,PHL,satellite,1011473.6871733821,800
2018,GNQ,satellite,7455.554195967767,41
2021,NAM,satellite,223671.78397741073,135
2018,BMU,satellite,5798852.573720953,288
2020,TCA,satellite,173.7442468947502,2
2019,MSR,terrestrial,9540.852958010959,14
2016,MCO,satellite,70.38367727766071,6
2024,MUS,dynamic,90036.052148665,205
2023,ISR,terrestrial,272003.71597267885,335
2016,CYP,satellite,5741443.50288057,975
2019,MMR,terrestrial,24087.483045169927,42
2018,KWT,terrestrial,421296.12645419256,109
2017,ATF,terrestrial,21873.058625827,46
2017,MOZ,terrestrial,6841.389388763656,25
2017,GRC,terrestrial,9193669.390280813,1782
2023,PER,terrestrial,61526.40340146183,311
2020,IDN,satellite,6283889.872382506,8723
2022,SUR,satellite,562.3488390360691,4
2024,SAU,dynamic,3272134.4077070737,2508
2024,AGO,satellite,119122.35284635372,87
2020,BFA,satellite,7.878453355729175,1
2023,VNM,unknown,0.5172548542579058,1
2017,LVA,terrestrial,308653.4590904704,195
2018,POL,terrestrial,551951.9182167607,1010
2021,BRA,satellite,2059787.5390902162,1715
2022,UNK,satellite,1190.1419650255314,4
2021,SYC,satellite,92007.83437303115,105
2020,GNQ,satellite,10111.372727511627,17
2020,AFG,satellite,7.659881236006698,1
2021,BWA,terrestrial,154.02833715918572,5
2022,TWN,dynamic,1904654.7657755872,4743
2024,PAN,dynamic,52100229.237852074,8827
2020,CPV,terrestrial,36573.350842119275,29
2020,FIN,terrestrial,3111909.7641282016,1815
2017,SMR,terrestrial,1738.9482407419846,11
2018,NAM,satellite,190602.05495303878,110
2019,EGY,satellite,98092.92281889501,145
2021,BLR,terrestrial,1183.6955535323893,11
2019,MCO,terrestrial,79079.41841388313,83
2023,ANT,satellite,4493.146552269548,2
2016,KHM,terrestrial,200654.33267261914,416
2023,NPL,terrestrial,30.356722120035514,3
2022,MNG,satellite,62242.60310385655,229
2024,NPL,satellite,0.12450297513025216,2
2024,CYP,dynamic,4888852.85124763,1452
2020,YEM,terrestrial,7506.716030384146,31
2023,QAT,terrestrial,103339.85442341851,885
2016,STP,satellite,6443.136556201774,10
2018,PRT,satellite,4189146.5851198137,1141
2021,CUW,terrestrial,330209.1053781028,55
2023,NZL,dynamic,181546.03080456887,2154
2023,TGO,unknown,1.1781356717504212,35
2022,LBR,terrestrial,18710373.4488499,5110
2017,CYM,satellite,2082912.1058983817,973
2017,HRV,satellite,228027.21956589932,312
2022,JAM,satellite,78150.09801135922,241
2021,MCO,satellite,806.2328876911482,11
2017,TCA,terrestrial,2635.3362466151957,5
2017,IRN,terrestrial,1076703.728702261,481
2022,SLV,terrestrial,1422.2706258756332,7
2023,SAU,unknown,0.5373884497931966,3
2022,FRA,dynamic,2597928.4217442228,15578
2021,MWI,terrestrial,1162.813327746524,17
2022,COK,satellite,226292.78691046534,351
2021,CRI,satellite,2366.3486605170947,7
2023,SPM,satellite,25277.192358659573,37
2021,LSO,satellite,219.52896600528587,1
2016,CAF,satellite,1.9058636950946368,1
2022,BWA,dynamic,293.1365581649373,7
2016,SAU,terrestrial,955229.3341158279,343
2020,JOR,satellite,18684.95632688125,38
2024,MMR,terrestrial,70130.27938824156,492
2021,TWN,satellite,2156263.39067887,1276
2020,LBN,satellite,58513.55514792367,27
2022,UZB,dynamic,516.0010514497445,2
2019,PYF,terrestrial,16394.18707991536,70
2018,NPL,terrestrial,2384.0204732862067,3
2017,HND,satellite,9580.202812384052,24
2023,GNB,unknown,0.538834387177376,8
2016,NZL,satellite,463007.2811099516,758
2019,ISR,terrestrial,237121.46295561717,209
2018,SEN,satellite,55908.121616109274,68
2023,DOM,terrestrial,6958.195518774054,37
2022,COG,terrestrial,4793.173071983776,20
2022,ANT,dynamic,8165.822840121449,3
2019,FJI,terrestrial,22358.83702388607,93
2016,COD,satellite,5970.931128572705,84
2023,SVK,satellite,11832.070522363383,64
2023,BRN,dynamic,209573.50258198348,69
2022,WSM,terrestrial,14086.227508173431,15
2024,ZWE,satellite,3.7819619994348486,1
2018,ISR,terrestrial,231432.36919198223,187
2017,ISR,satellite,168059.94266313725,41
2022,NIC,satellite,10908.069456609954,7
2016,ABW,terrestrial,866.1389726485585,2
2017,PLW,terrestrial,313918.64760904,304
2020,NGA,terrestrial,412059.763029069,747
2020,BWA,terrestrial,0.8343232093563704,1
2017,ETH,satellite,37890.24426423545,12
2018,GUY,satellite,6000.243124725042,13
2023,KOR,dynamic,11775308.6377542,9620
2016,TCD,satellite,109.1968570024706,1
2023,KWT,terrestrial,134359.0817963593,151
2023,PRI,dynamic,837.4855133005526,8
2020,SJM,terrestrial,2455.951734730179,1
2019,PRT,satellite,3923509.1823790325,1231
2016,LBR,terrestrial,23389345.985539056,3160
2018,PHL,satellite,1307035.4930790255,721
2024,PCN,terrestrial,3773.129546969762,40
2021,DIS,terrestrial,23774.2132590714,5
2017,MCO,satellite,1875.522195632425,8
2022,COD,satellite,20961.655803983565,9
2016,MLT,terrestrial,16803947.23691344,3094
2023,ITA,dynamic,4036245.918806495,6992
2024,IRN,terrestrial,274310.15621657507,2948
2020,SVN,terrestrial,31611.035369287783,113
2022,IRL,dynamic,125040.87721724178,1031
2020,NER,satellite,1213.5837802090032,2
2024,SLB,satellite,26636.193277765953,17
2016,SVK,satellite,14.018456565914946,11
2020,ZMB,terrestrial,3167.4465620590036,7
2018,PAK,satellite,66038.37406155183,30
2019,NOR,terrestrial,14995812.400913766,10554
2016,LBN,terrestrial,111499.90584601021,70
2020,MAC,terrestrial,57076.970447565596,65
2016,LKA,satellite,97336.43895661653,95
2017,KIR,terrestrial,98865.09286697187,120
2023,ATG,satellite,833198.7027142927,326
2022,PYF,terrestrial,32426.802895417255,114
2023,BFA,satellite,28.664360605808447,1
2022,RUS,dynamic,1755320.331563149,4036
2018,RUS,satellite,5289254.984416347,3173
2022,USA,terrestrial,28646829.651299443,43241
2017,MLT,terrestrial,17947495.211406596,3362
2020,SGP,satellite,28004474.13288127,3388
2023,NOR,dynamic,11049047.728532989,14464
2021,CYP,terrestrial,6630516.228568501,1384
2018,LBR,terrestrial,24232786.081608772,3337
2021,USA,satellite,9711211.2682106,26890
2017,SWE,terrestrial,5782415.869155636,5530
2024,GBR,dynamic,4946523.001866827,24451
2019,HKG,satellite,35378140.179680996,2734
2018,GRC,satellite,9906667.904799804,1461
2016,CAN,satellite,1145507.086989825,2633
2023,GBR,dynamic,6183171.568650428,22819
2020,NLD,terrestrial,18417713.689574797,15921
2018,CYP,terrestrial,5817975.6259822585,1268
2020,LBR,terrestrial,25549308.13555822,3871
2022,RUS,terrestrial,4452830.955808809,4375
2022,DEU,dynamic,10689123.470894555,15486
2023,PAN,terrestrial,12067442.432642063,7792
2017,BHS,terrestrial,13476058.849364594,1460
2020,DNK,terrestrial,8485908.935454614,4997
2017,NLD,satellite,1938442.8540126549,2037
2020,IRL,satellite,98856.50023632147,390
2020,PHL,satellite,1475917.7941958795,786
2022,PRT,satellite,4803648.897250156,1576
2018,FRA,satellite,2203654.23620914,3556
2020,FRA,terrestrial,6156350.19774796,12667
2024,GRC,dynamic,7281223.01014371,2674
2017,LBR,satellite,38110076.85918143,3236
2021,MHL,satellite,49151114.2874568,4447
2017,ISL,satellite,384281.1270091245,1494
2022,NA,satellite,564717.1691046125,2632
2020,BHS,satellite,18647154.9947847,1352
2021,JPN,satellite,8444665.945694571,6839
2024,IRL,terrestrial,425532.1440821853,1211
2022,COM,satellite,67410.67817021244,276
2024,EST,dynamic,239396.85070672337,517
2019,AUS,terrestrial,4573355.172861099,6572
2023,NA,terrestrial,2080648.604058724,20174
2024,JPN,satellite,8970182.464598235,11090
2022,ITA,dynamic,3240766.1787168123,6173
2022,FRA,satellite,2057651.8961076261,4344
2022,GRC,dynamic,5212566.512161923,2309
2020,DNK,satellite,6584983.879243888,1231
2020,MLT,satellite,20778863.202022452,2599
2018,VUT,terrestrial,365699.18932796747,395
2020,PRT,terrestrial,4542225.429312513,1678
2016,CAN,terrestrial,2234560.5870843283,3083
2019,VGB,terrestrial,709408.3802029769,540
2016,ESP,satellite,1373384.4378995108,2285
2024,POL,terrestrial,973928.0555648595,3031
2021,DNK,dynamic,423419.5981687415,2046
2019,SWE,satellite,423112.92834440805,952
2017,IDN,satellite,4115491.974337616,2779
2024,MYS,terrestrial,1446285.2814568891,3313
2023,TUN,terrestrial,85694.23177911129,127
2023,VGB,terrestrial,405564.59016836743,584
2024,CHE,terrestrial,817836.4377768923,1245
2023,SMR,dynamic,46242.66212898228,127
2021,CRI,dynamic,354.5780535736669,17
2016,IDN,satellite,3119371.905636851,2394
2016,BGD,satellite,79973.16559205223,45
2023,CYP,terrestrial,2870054.1036580936,1328
2023,BLZ,satellite,328618.4028852683,581
2024,IRL,satellite,244593.232259291,1160
2017,ARE,terrestrial,743994.7703391094,538
2017,CYP,terrestrial,5972430.702171299,1205
2022,MEX,satellite,510996.84607862175,500
2023,BHR,dynamic,2056581.9346104523,5069
2019,PAK,satellite,81825.65492487242,62
2024,BLZ,satellite,413496.0494808553,717
2016,ROU,terrestrial,165637.25781042123,277
2016,ATG,terrestrial,2546079.0023790346,610
2020,KNA,satellite,202686.98879993908,232
2022,POL,terrestrial,800937.3514247375,1892
2021,VNM,satellite,596628.4350912296,973
2017,SLE,terrestrial,457539.34338683577,393
2022,ARG,satellite,926086.2196140141,854
2021,NZL,terrestrial,894913.2360643732,1885
2023,LKA,satellite,289685.559324875,2534
2016,TWN,terrestrial,1524979.878795676,2042
2022,DMA,terrestrial,131094.88791928368,141
2021,PHL,satellite,1381493.379100731,807
2016,SAU,satellite,852533.035124414,272
2024,PER,satellite,447263.75900639634,411
2017,TWN,satellite,2240196.9539265186,941
2016,IDN,terrestrial,2151210.351953479,2690
2016,MEX,terrestrial,600026.3521295206,611
2022,MDV,dynamic,11041.144337922482,41
2023,MYS,dynamic,3588136.2140248963,3185
2021,TUV,dynamic,38108.56288227974,187
2024,AIA,satellite,6313.32893039714,27
2023,TUV,satellite,221311.3663330447,251
2021,LKA,satellite,111574.29529308419,1136
2019,AUS,satellite,2212840.9924820014,6106
