ssvid,flag,main_engine_power_kw,tonnage_gt,length_m,design_speed_betz_2011_knots,registries_listed,ship_name_registry,ship_name_ais,callsign_registry,callsign_ais,imo_registry,imo_ais,active_hours,on_fishing_list_best,vessel_class,vessel_class_source,avg_aux_boiler_power_berth_kw,avg_aux_boiler_power_anchored_kw,avg_aux_boiler_power_maneuvering_kw,avg_aux_boiler_power_sea_kw,avg_aux_engine_power_berth_kw,avg_aux_engine_power_anchored_kw,avg_aux_engine_power_maneuvering_kw,avg_aux_engine_power_sea_kw,main_engine_power_imo_table_81,design_speed_knots
373777000,PAN,7167.42919921875,160930,208.35740661621094,15.658590885750147,IMO,HAPPINESS1,HAPPINESS1,3FMW,3FMW,9212905,9212905,25514.428161985845,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
256568000,MLT,12526.9423828125,162198,237.8217010498047,15.094193456107886,IMO,ANDROMEDA,ANDROMEDA,9HA3956,9HA3956,9352561,9352561,56837.01275371529,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
373606000,PAN,30423,161374.5,333,13.252723329183,IMO;KOR,CINFINITY,CINFINITY,3FKR7,3FKR7,9605190,9605190,76981.15120408553,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
636018737,LBR,26924.25390625,140003.109375,286.3453674316406,14.732876813679093,NA,NA,PRINCESSMARY,NA,D5RD8,NA,9295593,30381.456207674724,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
677000800,TZA,10417.921875,156809,220.17848205566406,15.355240340848969,IMO,NAPOLI,NAPOLI,5IQH09,5IQH09,9079078,9079078,1101.8483333333331,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,4139,484.8,467.8,188,2498.6,1710.5,2080.5,1716.4,21236.71,15.691
564580000,SGP,8190.92041015625,12110,192.2496337890625,15.695223528453077,IMO,GINGAMERLIN,GINGAMERLIN,9V2695,9V2695,9254252,9254252,53849.70911792917,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1231.5,263.3,246.3,21,642.5,475.4,662.1,508.3,5203.49,13.755
511100268,PLW,4337.8857421875,9715.310546875,130.66932678222656,14.493961003190575,NA,NA,ARIHANT,NA,T8A3376,NA,9464156,15690.068504878056,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1112.5,236.1,222.5,21,486.1,455,546.5,481.1,4181.45,13.449
477626369,HKG,6802.66943359375,11722,192.0312957763672,15.269595634590475,IMO,SEAAMBITION,SEAAMBITION,VRMK3,VRMK3,9407043,9407043,5228.140833333333,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1112.5,236.1,222.5,21,486.1,455,546.5,481.1,4181.45,13.449
636092497,LBR,4623.92529296875,8621,144.99464416503906,14.573644422331633,IMO,DESNASTAR,DESNASTAR,D5CP7,D5CP7,9419199,9419199,30791.72916666666,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1112.5,236.1,222.5,21,486.1,455,546.5,481.1,4181.45,13.449
41900962,IND,6578.68701171875,5998,134.60809326171875,15.180995395775431,IMO,TULIP,TULIP,AWJE,AWJE,9240914,9240914,661.9341666666667,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,775.3,163.9,153.7,21,344.35,398.75,537.5,429.35,2758.97,12.783
258676000,NOR,12453.388671875,81380,217.8707275390625,16.123284096104296,IMO,SKSSATILLA,SKSSATILLA,LAIX6,LAIX6,9301524,9301524,51166.877222222276,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
563149400,SGP,10616.798828125,66695.1171875,193.2466278076172,16.022127717079233,NA,NA,EAGLEVALENCE,NA,9V7447,NA,9910234,173.47942777777772,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
538009661,MHL,13541.04296875,86781.2421875,246.18556213378906,16.164930498402413,NA,NA,BEKSEBRU,NA,V7A5009,NA,9308132,13181.036781666664,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
352001522,PAN,12538.3857421875,95997.1171875,216.92794799804688,15.945005513442322,NA,NA,AFRODITA1,NA,3E2533,NA,9410234,6929.438683888897,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
538005567,MHL,10987.7626953125,81670,229.90191650390625,15.950983125198574,IMO,FRONTULL,FRONTULL,V7EY3,V7EY3,9600932,9600932,69424.08659486448,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,3674,391.8,374.8,164,1818.6,878.5,1296.5,1060.4,15947.62,15.479
983103764,BMU,394.50408935546875,91627,18.070199966430664,14.93551796206379,CRUISE;IMO,CORALPRINCESST6,CORALPRINCESST6,ZCDF4,NA,9229659,NA,603.2835611111112,FALSE,passenger,gfw_research.vi_rf_ssvid_v20240501,496.66667,443.33333,413.33333,0,19.725204467773438,19.725204467773438,19.725204467773438,19.725204467773438,28770.66667,20.2
538008272,MHL,10122.0302734375,37705.4140625,205.9546661376953,16.12591276973451,NA,NA,ANDIAMO,NA,V7A2175,NA,9512757,30856.468608506948,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
437624000,UZB,7510.2275390625,34836.5078125,149.7903289794922,15.50791068366171,NA,NA,OCEANLILAC,NA,9V63801,NA,9878072,72.1261111111111,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
311702000,BHS,10241.224609375,40690,234.6771697998047,16.134383335285428,IMO;REV,ASPROPYRGOS,PGCASPROPYRGOS,C6TM9,C6TM9,9283629,9283629,58684.41078025469,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
636018926,LBR,12641.923828125,40144.4609375,204.8026885986328,16.687545710682556,NA,NA,VEGASONG,NA,D5SB5,NA,9793260,38654.05960370001,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,2131.5,312.8,295.8,147,844.6,704.5,1106,773.4,10517.33,14.928
636015103,LBR,621.0657958984375,491,30.538204193115234,13.150266560265104,IMO,ARMADATUGAS4,ARMADATUGAS4,A8YP7,A8YP7,9315331,9315331,42658.606111111105,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
566078000,SGP,1702.931884765625,481,43.939693450927734,13.515394218666865,IMO,SWISSCOSYNERGY,SWISSCOSYNERGY,9V8429,9V8429,9616474,9616474,32513.592151774174,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
219392000,DNK,1858.636474609375,6357,65.4576187133789,13.664419139519127,IMO,NJORDVIKING,NJORDVIKING,OUVT2,OUVT2,9423827,9423827,23863.341944444448,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
447003000,KWT,2555.91552734375,519,33.12476348876953,13.8039817354944,IMO,HAZEM,HAZEM,9KNA,9KNA,9074872,9074872,25759.95524611111,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
636022262,LBR,2740.989990234375,6224.85888671875,70.96582794189453,13.946307560827393,NA,NA,IRIS,NA,5LHY4,NA,9561239,6506.679444444443,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
538006510,MHL,2406.126953125,1527,55.47507095336914,13.768448271748325,IMO,MAMOLACHAMPION,MAMOLACHAMPION,V7KA6,V7KA6,9511492,9511492,7162.184444444444,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
574002590,VNM,1070.2547607421875,1178,40.854488372802734,13.314698139675043,IMO,TANCANG63,TANCANG63,3WND9,3WND9,9282352,9282352,1957.7998388888886,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
710005169,BRA,3135.439208984375,2765.4326171875,74.18495178222656,14.0286228880995,NA,NA,ILHADASFLECHAS,NA,PU6529,NA,9418250,16694.232501446942,FALSE,tug,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,100,80,210,80,1086,11.9
351816000,PAN,3826.2529296875,3944,103.02509307861328,14.27055636982111,IMO,UPCORAL,UPCORAL,3EUW6,3EUW6,9667239,9667239,33331.75055555557,FALSE,dive_vessel,gfw_research.vi_rf_ssvid_v20240501,0,0,0,0,200,200,200,200,983,11.7
414355000,CHN,8295.150390625,40605,212.24630737304688,15.691896529643614,IMO,NANXIN15,JIUJI3,BTJB3,BTJB3,9224697,9224697,33056.52459083334,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
563019600,SGP,10018.060546875,34420.23828125,213.6387481689453,16.120994357436004,NA,NA,NEWCHANG,NA,9V5441,NA,9753284,9243.5825,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
239860000,GRC,10870.2490234375,39958,230.9780731201172,16.283513947413223,IMO,DIMITRISL,DIMITRISL,SYOX,SYOX,9216456,9216456,47376.46972222219,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
255806254,PRT,11908.15234375,37526.0390625,223.63380432128906,16.548742748547888,NA,NA,KLARAOLDENDORFF,NA,CQAR4,NA,9849007,30873.141721054715,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636017118,LBR,9136.4599609375,40622,176.27096557617188,15.883369766503769,IMO,AVRA,AVRA,D5JJ6,D5JJ6,9224984,9224984,7839.909722222223,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636012398,LBR,8073.22509765625,35350,206.3221435546875,15.644666521357177,IMO,DIMITRIOSS,DIMITRIOSS,A8FF9,A8FF9,8807193,8807193,9686.634444444444,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
352001171,PAN,11832.189453125,40816.4140625,243.64723205566406,16.494831125487714,NA,NA,WISTERIA,NA,3E3436,NA,9919565,12773.903428450003,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636017637,LBR,8470.2119140625,34808,205.52410888671875,15.741694943119734,IMO,MELODYFAIR,MELODYFAIR,D5LZ9,D5LZ9,9748760,9748760,42162.483593673605,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
311031300,BHS,14548.5126953125,42604,233.77342224121094,17.0787981464944,IMO,LETO,LETO,C6YF8,C6YF8,9397731,9397731,16466.496666666666,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
636016450,LBR,11792.7236328125,43441,214.76260375976562,16.45745632801633,IMO,NEWEXPLORER,NEWEXPLORER,D5GF9,D5GF9,9481489,9481489,55560.47908541975,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,9748,14.4
271048133,TUR,2648.045654296875,4250.45654296875,115.61519622802734,13.888252482081906,NA,NA,BERENIMAMOGLU,NA,TCA6122,NA,9130224,21388.610598333333,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,110,110,100,0,240,130,490,180,3150,12.7
626196000,GAB,2028.2183837890625,5008.14111328125,104.17694091796875,13.69743899762711,NA,NA,EPOCHRAINBOW,NA,TRAH6,NA,9344851,39.23950555555555,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,110,110,100,0,240,130,490,180,3150,12.7
636019382,LBR,14976.619140625,81506.4375,276.68499755859375,16.413142988419146,NA,NA,ESLSEALION,NA,D5UF9,NA,9493614,28956.632282429706,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
370604000,LBR,14069.677734375,92715,270.293701171875,16.117063192680178,IMO,NAVIOSLUZ,NAVIOSLUZ,3FJV2,3FJV2,9481295,9481295,83589.21812557832,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
636017746,LBR,15471.5673828125,93186,276.8565979003906,16.226059005727908,IMO,KNIGHTSHIP,KNIGHTSHIP,D5MN5,D5MN5,9507893,9507893,45829.82585550778,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
636091983,LBR,14186.103515625,104999.390625,256.515625,15.91332862460606,NA,NA,ERBEILUN,NA,A8VD2,NA,9507908,10502.994444444446,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
636022586,LBR,13378.373046875,80200.03125,248.6746368408203,16.248353377377377,NA,NA,SHIBUMI,NA,5LJN3,NA,9408085,9431.380555555552,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
354170000,PAN,30857.05859375,92752,277.39361572265625,17.537886593080124,IMO,FRONTIEREXPEDITION,FRONTIEREXPEDITION,3FQC,3FQC,9641900,9641900,56162.11720715834,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
256138000,MLT,14099.3291015625,88853,234.93002319335938,16.18581159312086,IMO,POMPANO,POMPANO,9HLY8,9HLY8,9346768,9346768,67569.88318194254,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,16741,14.5
636020320,LBR,25550.515625,118272.5,291.858154296875,15.849552420790078,NA,NA,SAMCRESPONSIBILITY,NA,D5YR6,NA,9220237,10694.599456517226,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,20094,14.6
538004899,MHL,15216.4814453125,201520.5,360,14.014934018528471,CORR;IMO,SHINASMAX,SHINASMAX,V7ZR8,V7ZR8,9566538,9566538,77233.6283805812,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,260,260,240,0,240,400,1100,410,20094,14.6
309168000,BHS,6818.13720703125,51044,152.337158203125,15.385020415260175,CRUISE;IMO,CRYSTALSYMPHONY,CRYSTALSYMPHONY,C6MY5,C6MY5,9066667,9066667,58711.834121842774,FALSE,passenger,gfw_research.vi_rf_ssvid_v20240501,496.66667,443.33333,413.33333,0,1990,1990,2656.66667,1990,18057.33333,19.26667
235102029,GBR,7751.921875,22308,129.1510772705078,15.563572883344875,IMO,STENABALTICA,STENABALTICA,2HAL4,2HAL4,9364978,9364978,39228.06611111113,FALSE,passenger,gfw_research.vi_rf_ssvid_v20240501,496.66667,443.33333,413.33333,0,1990,1990,2656.66667,1990,18057.33333,19.26667
210749000,CYP,8890.5947265625,9957,148.2512969970703,15.915354829364174,IMO,PACIFICTRADER,PACIFICTRADER,5BPJ3,5BPJ3,9406922,9406922,62507.24503382861,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
512423000,NZL,9074.1591796875,9910,154.4521942138672,15.972729938209394,IMO,SPIRITOFCANTERBURY,SPIRITOFCANTERBURY,ZMCT,ZMCT,9319557,9319557,28334.19833333334,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,250,250,240,0,370,450,790,410,5077,16
367403790,USA,31298.375,65475,291.3326110839844,19.32944243023125,IMO,APLCYPRINE,APLCYPRINE,WDE8293,WDE8293,9139725,9139725,27348.88833333333,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
636018018,DEU,52512.90234375,82794,291.858154296875,20.591233459641234,IMO,MAERSKKOWLOON,MAERSKKOWLOON,D5NU6,D5NU6,9290476,9290476,45073.08915638889,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
211264450,DEU,27029.5859375,65724.6953125,291.5583190917969,18.635573843931336,NA,NA,HANJINSANDIEGO,NA,DQVM,NA,9141302,31336.452777777777,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
636018212,DEU,18813.173828125,66289,205.71414184570312,17.313976349868927,IMO,ERPUSAN,ERPUSAN,D5OQ8,D5OQ8,9211169,9211169,16880.55027777778,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
636021198,LBR,19090.00390625,60082.10546875,249.1379852294922,17.548892176617372,NA,NA,QUEENESTHER,NA,5LCT5,NA,9700251,14273.326604136662,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
412473240,CYM,3127.228271484375,60143,113.20467376708984,14.768088513839976,IMO,AMETHYSTACE,JINLONG7,ZCXM2,BRZR,9397999,NA,13908.007777777779,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,590,580,550,0,1100,1400,2800,1450,52566,24.6
412102000,CHN,38862.78515625,48311,291.858154296875,21.995548740448335,IMO,YUANHE,YUANHE,BOAH,BOAH,9067568,9067568,14227.629166666673,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
563150100,SGP,16503.96875,35875.4296875,180.5381622314453,17.67302342583963,NA,NA,KOTACARUM,NA,9V7838,NA,9494577,15939.107554444456,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
414806000,CHN,16487.76953125,38050.8671875,248.4591827392578,17.617568711933906,NA,NA,ZHONGGUNANCHANG,NA,BPFM8,NA,9933810,5561.3630555555565,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
636091346,DEU,15310.130859375,35975,177.14820861816406,17.383712483407912,IMO,NORTHERNDEBONAIR,NORTHERNDEBONAIR,A8MH2,A8MH2,9353228,9353228,62794.404615335574,FALSE,cargo.container,gfw_research.cargo_subtypes_v20241001,480,480,430,0,1100,1350,2500,1400,34559,23.1
367447034,USA,703.70947265625,1786,67.3,13.203528156756462,IMO;USA;USA2,HARVEYPIONEER,HARVEYPIONEER,WKIR,WKIR,9559949,NA,61.09972222222221,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
210382000,FRO,3103.10498046875,3323,115.8892593383789,14.02515586223394,IMO,LISTERHAV,SWEBULK,OZ2164,5BYG5,9131589,9131589,10799.29361805556,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
314497000,BRB,2190.35009765625,2179.232666015625,100.90119934082031,13.706315637183565,NA,NA,SEAKESTREL,NA,8PAT9,NA,9006459,6643.74,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
304010868,ATG,3398.038330078125,2810,72.04119110107422,14.116196140602465,IMO,RIGA,RIGA,V2PA2,V2PA2,9141376,9141376,6009.284444444445,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
235011400,GBR,1926.320556640625,2568,105.07496643066406,13.624696247259692,IMO,CELTICENDEAVOUR,CELTICENDEAVOUR,MNLM9,MNLM9,8504234,8504234,8619.7175,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
257322000,NOR,2262.87744140625,3070,76.1861801147461,13.744102386107608,IMO,FARSABRE,FARSABRE,LFIB,LFIB,9388962,9388962,3134.341111111109,FALSE,cargo.general,gfw_research.cargo_subtypes_v20241001,0,0,0,0,90,50,180,60,1454,11.1
353470000,PAN,4052.4404296875,498,116.7757797241211,14.308955613418277,IMO,SEASERVICE,HSLMEXICO,HP6228,3ECZ9,9715593,9897561,53828.22057488252,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,1796,11.8
354429000,PAN,7504.201171875,4255,164.54827880859375,15.477896156311113,IMO,ABVELA,GLOBALKOMA,3FTR2,3EBM3,7126102,9805726,55548.205728170244,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,1796,11.8
357619000,PAN,7693.01123046875,14599,159.51258850097656,15.5440005341741,IMO,LUCKYPIONEER,LUCKYPIONEER,3FZE8,3FZE8,9143714,9143714,31910.056852465845,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
357565000,PAN,3934.711181640625,14661,128.1513671875,14.421047993237654,IMO,RAEDA,CAPTAINADAM,H3PP,H3PP,9152478,9152478,46202.69590573417,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
538008164,MHL,6433.89013671875,20530.576171875,164.3931121826172,15.19050663486016,NA,NA,HAMBURGEAGLE,NA,V7A2031,NA,9698587,32936.70445523084,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
255805950,PRT,9374.4013671875,15861,159.8726348876953,16.0413913772836,IMO,HELENBOLTEN,HELENBOLTEN,CQIG2,CQIG2,9427380,9427380,17482.403611111105,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
311015600,BHS,8311.244140625,20225,175.6503143310547,15.721635262927443,IMO,SARONICSPIRE,SARONICSPIRE,C6V2064,C6V2064,9300192,9300192,68027.6553332797,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
538003719,MHL,5819.05322265625,17018,156.22015380859375,14.997179670368713,IMO,NIKATOR,NIKATOR,V7ST7,V7ST7,9544372,9544372,62178.593601941924,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
538002505,MHL,3324.06591796875,10421,120.92759704589844,14.186030926858187,IMO,BULKHORIZON,BULKHORIZON,V7JE6,V7JE6,9118238,9118238,8038.744722222221,FALSE,cargo.bulk_carrier,gfw_research.cargo_subtypes_v20241001,70,70,60,0,110,180,500,190,5941,13.8
538008202,MHL,5952.84716796875,14113.8818359375,144.57310485839844,15.021228031315259,NA,NA,STREAMATLANTIC,NA,V7A2075,NA,9829722,29478.948950860853,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7254.59,14.52
538007403,MHL,10780.8330078125,19554,198.6400146484375,16.42727227317191,IMO,ECOICE,ECOICE,V7MA2,V7MA2,9755646,9755646,35890.56349378305,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7254.59,14.52
352388000,PAN,9085.251953125,19420,193.0132598876953,15.943838216296172,IMO,BOWTONE,BOWTONE,HPAX,HPAX,9400394,9400394,58754.79160523165,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7254.59,14.52
620892000,COM,5018.501953125,15087.18359375,135.69122314453125,14.748186785779524,NA,NA,BEAUTY1,NA,D6A2901,NA,9047386,7186.633929012776,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7254.59,14.52
566255000,SGP,7846.0830078125,24120,187.8168182373047,15.589726633917422,IMO,HAFNIABERING,HAFNIABERING,9V3278,9V3278,9725603,9725603,68278.07420361109,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
671618000,TGO,10901.359375,25669,195.93048095703125,16.410415401133967,IMO,KHURAN,KHURAN,5VDL7,5VDL7,9032666,9032666,7385.8858333333355,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
247088500,ITA,9310.6337890625,25382,173.17213439941406,15.984275360753402,IMO,CIELODIROMA,CIELODIROMA,I,IBCK,9241803,9241803,21752.2375,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
538004692,MHL,8820.02734375,29708,186.8719482421875,15.840534778607532,IMO,STISAPPHIRE,STISAPPHIRE,V7YN3,V7YN3,9650573,9650573,30477.719805555556,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
235011530,IMN,5879.0146484375,22184,168.44285583496094,15.042551998665422,IMO,OCEANDIGNITY,OCEANDIGNITY,MNTK9,MNTK9,9306641,9306641,60962.226926613606,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
249456000,MLT,6433.17333984375,30241,170.63113403320312,15.227885650798703,IMO,HAFNIAANDROMEDA,HAFNIAANDROMEDA,9HA4253,9HA4253,9461661,9461661,49382.185906666666,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
314001000,BRB,6520.27587890625,22480.109375,174.21475219726562,15.222007871714059,NA,NA,LAURENTIADESGAGNES,NA,8PLD,NA,9334703,9604.294722222223,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
564281000,SGP,10558.1552734375,30964,214.7061767578125,16.27882817976593,IMO,ZHUJIANG,ZHUJIANG,9VHR2,9VHR2,9428865,9428865,55354.08756141444,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
477896000,HKG,8305.634765625,29211,192.4912567138672,15.708686005592638,IMO,MARITIMEGISELA,MARITIMEGISELA,VRXB8,VRXB8,9221011,9221011,64440.99516340223,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
367393000,USA,10830.3701171875,28517,173.2,16.36803035930607,IMO;USA;USA2,MAERSKMICHIGAN,MAERSKMICHIGAN,WGDW,WGDW,9255244,9255244,51934.050698168016,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
636021637,LBR,8803.763671875,22630.65234375,200.31005859375,15.854959079818952,NA,NA,ZAGARA,NA,5LEY3,NA,9231171,8165.010494722232,FALSE,tanker,gfw_research.vi_rf_ssvid_v20240501,1884,272.3,255.3,142.5,656,484.4,671.1,517.3,7534.07,14.486
